latitude;longitude;speed;date
36.71475313;-4.477295748;0.777460277;Wed May 02 18:19:44 GMT+02:00 2018
36.7150501;-4.477422675;4.06606245;Wed May 02 18:18:55 GMT+02:00 2018
36.71475303;-4.476976701;2.013070107;Wed May 02 18:15:34 GMT+02:00 2018
36.7144955;-4.476869082;2.921478271;Wed May 02 18:14:53 GMT+02:00 2018
36.71474274;-4.477051153;2.188191652;Wed May 02 18:14:48 GMT+02:00 2018
36.71511062;-4.477429622;2.100832224;Wed May 02 18:14:26 GMT+02:00 2018
36.71494667;-4.477711112;3.124584913;Wed May 02 18:14:20 GMT+02:00 2018
36.71471285;-4.477531289;6.178165436;Wed May 02 18:14:18 GMT+02:00 2018
36.71460302;-4.477056877;0.905863226;Wed May 02 18:10:10 GMT+02:00 2018
36.71489523;-4.476872695;1.218590856;Wed May 02 18:10:08 GMT+02:00 2018
36.71475953;-4.477417571;1.314336777;Wed May 02 18:07:26 GMT+02:00 2018
36.7146251;-4.477118846;1.211730957;Wed May 02 18:06:37 GMT+02:00 2018
36.71490361;-4.477065031;1.225658059;Wed May 02 18:06:21 GMT+02:00 2018
36.71491181;-4.477403909;1.35883534;Wed May 02 18:05:43 GMT+02:00 2018
36.7146426;-4.477334938;1.553245664;Wed May 02 18:05:13 GMT+02:00 2018
36.71484034;-4.477575076;1.145834446;Wed May 02 18:05:09 GMT+02:00 2018
36.7153736;-4.477379902;0.399053901;Wed May 02 18:05:00 GMT+02:00 2018
36.71487147;-4.47779484;1.251963139;Wed May 02 18:03:09 GMT+02:00 2018
