latitude;longitude;speed;date;;;;latitude;longitude;;
36.70335752;-4.433100416;4.672102928;Wed May 02 09:39:32 GMT+02:00 2018;;;;;;;
36.70312312;-4.433268525;3.076173306;Wed May 02 09:39:25 GMT+02:00 2018;;;;;;;
36.70295919;-4.433538246;1.692448854;Wed May 02 09:39:17 GMT+02:00 2018;;;;;;;
36.70270721;-4.433392463;4.118789196;Wed May 02 09:39:02 GMT+02:00 2018;;;;;;;
36.70250837;-4.433153247;3.113898039;Wed May 02 09:38:36 GMT+02:00 2018;;;;;;;
36.70223964;-4.433272743;4.48052454;Wed May 02 09:38:28 GMT+02:00 2018;;;;;;;
36.70201457;-4.433475376;5.391487598;Wed May 02 09:38:22 GMT+02:00 2018;;;;;;;
36.70177947;-4.43372182;5.5170784;Wed May 02 09:38:16 GMT+02:00 2018;;;;;;;
36.70158265;-4.433984081;5.733704567;Wed May 02 09:38:10 GMT+02:00 2018;;;;;;;
36.70134595;-4.434244718;5.807487011;Wed May 02 09:38:04 GMT+02:00 2018;;;;;;;
36.70117873;-4.4345154;5.506492138;Wed May 02 09:37:59 GMT+02:00 2018;;;;;;;
36.70096762;-4.434804832;5.917221546;Wed May 02 09:37:53 GMT+02:00 2018;;;;;;;
36.70077719;-4.435054053;6.251771927;Wed May 02 09:37:48 GMT+02:00 2018;;;;;;;
36.70059325;-4.435322065;5.811934471;Wed May 02 09:37:43 GMT+02:00 2018;;;;;;;
36.70029587;-4.435313556;5.994810581;Wed May 02 09:37:36 GMT+02:00 2018;;;;;;;
36.70002125;-4.435364158;6.172702789;Wed May 02 09:37:31 GMT+02:00 2018;;;;;;;
36.69970173;-4.435377552;6.482892036;Wed May 02 09:37:26 GMT+02:00 2018;;;;;;;
36.69945794;-4.435595561;6.086578846;Wed May 02 09:37:21 GMT+02:00 2018;;;;;;;
